route_name,route_link,bus_name,bus_type,departing_time,reaching_time,bus_duration,price,seat,star_rating,state,route_lin,route_url
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Vijay Tour and Travels'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['15:00'],['01:00'],['10h 00m'],[],38,['2.2'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['R S YADAV SMART BUS PRIVATE LIMITED'],['Volvo Multi Axle B11R AC Seater\\Sleeper (2+1)'],['20:00'],['05:55'],['09h 55m'],[],36,['4.4'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['R S YADAV SMART BUS PRIVATE LIMITED'],['VE A/C Seater / Sleeper (2+1)'],['19:00'],['04:55'],['09h 55m'],[],40,['4.4'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Shiv Mohan Travels'],['AC Sleeper (2+1)'],['18:30'],['04:15'],['09h 45m'],[],21,['4.3'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['IntrCity SmartBus'],['A/C Seater / Sleeper (2+1)'],['20:00'],['05:00'],['09h 00m'],['1282'],46,['4.3'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['19:10'],['04:15'],['09h 05m'],['764'],33,['4.3'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Shub Yatra Holidays'],['A/C Sleeper (2+2)'],['19:00'],['05:15'],['10h 15m'],['1049'],13,['2.4'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['BSS COOL COOL TRAVELS'],['A/C Seater / Sleeper (2+2)'],['16:00'],['02:45'],['10h 45m'],['699'],34,['4.2'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['BSS COOL COOL TRAVELS'],['A/C Seater / Sleeper (2+1)'],['18:00'],['04:45'],['10h 45m'],['1199'],50,['4.2'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Deltin Travels'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['20:00'],['04:30'],['08h 30m'],['550'],28,['4.1'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['City Land Travels'],['A/C Seater/Sleeper (2+1)'],['16:30'],['01:20'],['08h 50m'],[],1,['3.6'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Travel Point'],['A/C Seater / Sleeper (2+2)'],['17:15'],['02:15'],['09h 00m'],[],50,['3.5'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Apex Bus Travels'],['A/C Seater / Sleeper (2+2)'],['16:00'],['01:15'],['09h 15m'],[],38,['3.4'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Jamna Travels (Delhi)'],['A/C Seater / Sleeper (2+2)'],['16:30'],['00:30'],['08h 00m'],['999'],24,['3.4'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Big Bus'],['A/C Seater / Sleeper (2+2)'],['20:30'],['05:30'],['09h 00m'],['1199'],32,['2.6'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Big Bus'],['A/C Seater / Sleeper (2+2)'],['16:00'],['01:00'],['09h 00m'],['1199'],28,['2.6'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Big Bus'],['A/C Seater / Sleeper (2+2)'],['18:30'],['03:30'],['09h 00m'],['1199'],34,['2.6'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Ashok Travels'],['A/C Seater / Sleeper (2+2)'],['16:00'],['00:00'],['08h 00m'],['959'],52,['2.5'],Chandigarh,,
Katra (jammu and kashmir) to Chandigarh Bus,https://www.redbus.in/bus-tickets/katra-to-chandigarh,['Shub Yatra Holidays'],['A/C Sleeper (2+2)'],['19:30'],['05:45'],['10h 15m'],['2399'],44,['2.4'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1109'],['Ordinary 3+2 Non AC Seater'],['15:44'],['00:20'],['08h 36m'],['513'],37,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1105'],['Ordinary 3+2 Non AC Seater'],['15:45'],['01:10'],['09h 25m'],['480'],16,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1158'],['Himsuta AC Seater Volvo/Scania 2+2'],['16:30'],['00:05'],['07h 35m'],['858'],34,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1101'],['Ordinary 3+2 Non AC Seater'],['17:00'],['01:05'],['08h 05m'],['474'],37,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1134'],['Himmani Deluxe 2+2 Non AC Seater'],['17:00'],['00:40'],['07h 40m'],['543'],18,['3.4'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1106'],['Ordinary 3+2 Non AC Seater'],['17:15'],['02:15'],['09h 00m'],['515'],18,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 622'],['Ordinary 3+2 Non AC Seater'],['17:20'],['02:30'],['09h 10m'],['526'],37,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1103'],['A/C Executive (2+3)'],['20:00'],['03:00'],['07h 00m'],['523'],42,['3.1'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['HRTC - 1116'],['A/C Executive (2+3)'],['20:50'],['04:05'],['07h 15m'],['548'],34,['4.5'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Chandigarh Transport Undertaking (CTU) - 165826'],['HVAC Seater (2+3)'],['18:40'],['03:40'],['09h 00m'],['592.39'],47,['4.7'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Laxmi holidays'],['Volvo A/C Semi Sleeper (2+2)'],['17:30'],['01:15'],['07h 45m'],[],11,['4.8'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Northern Travels'],['Volvo A/C Semi Sleeper (2+2)'],['18:00'],['01:00'],['07h 00m'],[],13,['4.1'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Bedi Travels'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['18:15'],['01:45'],['07h 30m'],[],8,['5.0'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Ram Dalal Holidays'],['Volvo A/C Semi Sleeper (2+2)'],['18:30'],['01:10'],['06h 40m'],[],12,['4.7'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Ram Dalal Holidays'],['Volvo A/C Semi Sleeper (2+2)'],['18:50'],['02:05'],['07h 15m'],[],12,['4.8'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['City Land Travels'],['Volvo A/C Semi Sleeper (2+2)'],['19:00'],['01:30'],['06h 30m'],[],6,['3.5'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['New Himalaya Travels'],['Volvo A/C Semi Sleeper (2+2)'],['19:00'],['01:30'],['06h 30m'],['610'],5,['4.5'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Laxmi holidays'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['20:00'],['03:20'],['07h 20m'],[],7,['3.9'],Chandigarh,,
Baijnath to Chandigarh Bus,https://www.redbus.in/bus-tickets/baijnath-to-chandigarh,['Bharmani Travels'],['Volvo A/C Semi Sleeper (2+2)'],['20:30'],['02:30'],['06h 00m'],[],14,['3.9'],Chandigarh,,
Narnaul to Chandigarh Bus,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,['Chandigarh Transport Undertaking (CTU) - 165855'],['HVAC Seater (2+3)'],['17:00'],['23:00'],['06h 00m'],['533.34'],44,['4.6'],Chandigarh,,
Narnaul to Chandigarh Bus,https://www.redbus.in/bus-tickets/narnaul-to-chandigarh,['Hari Das Tour &Travels'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:15'],['04:20'],['06h 05m'],[],26,['3.6'],Chandigarh,,
Chandigarh to Jawala Ji Bus,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,['HRTC - 1514'],['Ordinary 3+2 Non AC Seater'],['16:00'],['21:45'],['05h 45m'],['318'],34,['3.9'],Chandigarh,,
Chandigarh to Jawala Ji Bus,https://www.redbus.in/bus-tickets/chandigarh-to-jawala-ji,['HRTC - 1285'],['Ordinary 3+2 Non AC Seater'],['18:40'],['00:00'],['05h 20m'],['293'],37,['3.9'],Chandigarh,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['PEPSU (Punjab) - 67135'],['Volvo AC Seater (2+2)'],['15:53'],['02:35'],['10h 42m'],['1078'],32,['3.1'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['PEPSU (Punjab) - 67098'],['Volvo AC Seater (2+2)'],['18:35'],['04:05'],['09h 30m'],['1078'],31,['4.0'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['PEPSU (Punjab) - 67128'],['Volvo AC Seater (2+2)'],['19:30'],['04:50'],['09h 20m'],['1078'],35,['4.8'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['PEPSU (Punjab) - 67164'],['Volvo AC Seater (2+2)'],['20:20'],['05:50'],['09h 30m'],['1078'],34,['4.2'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['20:35'],['07:00'],['10h 25m'],['3000'],30,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['18:35'],['05:00'],['10h 25m'],['3300'],51,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['14:45'],['01:10'],['10h 25m'],['3000'],42,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['14:35'],['01:00'],['10h 25m'],['3850'],42,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['14:35'],['01:00'],['10h 25m'],['3850'],42,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['23:35'],['10:00'],['10h 25m'],['3300'],44,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['16:35'],['01:00'],['08h 25m'],['2500'],44,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['20:35'],['05:00'],['08h 25m'],['2500'],28,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['22:35'],['07:00'],['08h 25m'],['2500'],44,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['16:43'],['01:08'],['08h 25m'],['2500'],44,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['14:35'],['23:00'],['08h 25m'],['3000'],42,['4.5'],punjab,,
Phagwara to Delhi Airport Bus,https://www.redbus.in/bus-tickets/phagwara-to-delhi-airport,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['16:35'],['03:00'],['10h 25m'],['3000'],44,['4.5'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['PEPSU (Punjab) - 67132'],['Volvo AC Seater (2+2)'],['15:50'],['23:40'],['07h 50m'],['969'],39,['4.1'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['PEPSU (Punjab) - 67121'],['Volvo AC Seater (2+2)'],['21:00'],['04:50'],['07h 50m'],['969'],34,['4.1'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['PEPSU (Punjab) - 67064'],['Volvo AC Seater (2+2)'],['23:58'],['07:58'],['08h 00m'],['969'],32,['4.1'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['Zingbus Plus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['17:20'],['02:25'],['09h 05m'],[],22,['4.3'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['Zingbus Plus'],['Scania A/C Semi Sleeper (2+2)'],['19:50'],['05:25'],['09h 35m'],[],25,['4.3'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['Indo Canadian Transport Pvt. Ltd.'],['A/C Sleeper (2+1)'],['22:00'],['08:15'],['10h 15m'],['3850'],41,['4.5'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['16:00'],['02:15'],['10h 15m'],['3300'],43,['4.5'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['23:30'],['09:45'],['10h 15m'],['3300'],43,['4.5'],punjab,,
Delhi Airport to Ludhiana Bus,https://www.redbus.in/bus-tickets/delhi-airport-to-ludhiana,['Indo Canadian Transport Pvt. Ltd.'],['A/C Semi Sleeper (2+2)'],['19:30'],['05:45'],['10h 15m'],['3300'],49,['4.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Laxmi holidays'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:20'],['05:20'],['07h 00m'],[],13,['4.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Laxmi holidays'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:00'],['05:50'],['07h 50m'],[],13,['4.4'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['New Navyug Travels'],['A/C Sleeper (2+1)'],['22:45'],['05:15'],['06h 30m'],['625'],31,['4.1'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Laxmi holidays'],['Bharat Benz A/C Sleeper (2+1)'],['23:40'],['07:15'],['07h 35m'],[],24,['4.3'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['20:15'],['05:20'],['09h 05m'],['503'],21,['4.9'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Laxmi holidays'],['Bharat Benz A/C Sleeper (2+1)'],['23:30'],['06:40'],['07h 10m'],[],23,['4.4'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Zingbus Plus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['20:25'],['03:10'],['06h 45m'],[],23,['4.7'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Yolo Bus'],['VE A/C Seater / Sleeper (2+1)'],['23:30'],['06:00'],['06h 30m'],['449'],15,['4.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['21:30'],['05:30'],['08h 00m'],['568'],21,['4.8'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Golden Temple Express Volvo'],['A/C Seater / Sleeper (2+2)'],['22:58'],['05:40'],['06h 42m'],[],27,['3.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Yolo Bus'],['VE A/C Seater / Sleeper (2+1)'],['22:00'],['05:04'],['07h 04m'],['560'],14,['4.7'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:45'],['06:35'],['07h 50m'],['598'],21,['4.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['A/C Seater / Sleeper (2+1)'],['20:45'],['04:50'],['08h 05m'],['655'],22,['4.7'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Golden Temple Express Volvo'],['Volvo Multi-Axle A/C Semi Sleeper (2+2)'],['22:50'],['05:55'],['07h 05m'],[],31,['4.3'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Zingbus Plus'],['Scania A/C Semi Sleeper (2+2)'],['22:50'],['06:10'],['07h 20m'],[],29,['4.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Ram Dalal Holidays'],['A/C Seater/Sleeper (2+1)'],['18:30'],['01:40'],['07h 10m'],[],13,['5.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Laxmi holidays'],['Volvo 9600 Multi-Axle A/C Sleeper (2+1)'],['18:30'],['01:40'],['07h 10m'],[],22,['4.8'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:15'],['06:30'],['08h 15m'],['573'],22,['3.9'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['22:30'],['06:45'],['08h 15m'],['547'],13,['3.4'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['21:45'],['05:55'],['08h 10m'],['539'],25,['4.4'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Golden Temple Express Volvo'],['A/C Seater / Sleeper (2+2)'],['22:55'],['05:50'],['06h 55m'],[],25,['3.1'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['A/C Seater / Sleeper (2+1)'],['22:00'],['06:30'],['08h 30m'],['465'],20,['4.1'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['A/C Seater / Sleeper (2+1)'],['21:30'],['06:30'],['09h 00m'],['465'],23,['4.1'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['NueGo'],['Electric A/C Seater/Sleeper (2+1)'],['22:00'],['06:10'],['08h 10m'],[],34,['3.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['ADTC tour and Travels'],['Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)'],['22:25'],['04:40'],['06h 15m'],['600'],37,['3.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Muskan Tour And Travels private Limited'],['Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2)'],['22:40'],['04:30'],['05h 50m'],[],36,['2.9'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Banjara Satguru Travels'],['A/C Seater / Sleeper (2+2)'],['22:50'],['05:20'],['06h 30m'],[],31,['2.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Golden Temple Volvo Bus Service'],['A/C Seater / Sleeper (2+2)'],['23:40'],['07:15'],['07h 35m'],['536'],47,['1.7'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['VE A/C Seater / Sleeper (2+1)'],['22:30'],['06:45'],['08h 15m'],['576'],24,['4.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Golden Temple Express Volvo'],['A/C Seater / Sleeper (2+2)'],['22:50'],['05:35'],['06h 45m'],[],38,['3.7'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['ADTC tour and Travels'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:40'],['04:45'],['06h 05m'],['500'],34,['3.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Lavish Travels'],['A/C Seater / Sleeper (2+2)'],['18:15'],['03:15'],['09h 00m'],[],34,['3.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['IntrCity SmartBus'],['AC Sleeper (2+1)'],['23:00'],['07:10'],['08h 10m'],['766'],30,['4.1'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['RK Holiday'],['A/C Seater / Sleeper (2+2)'],['19:10'],['01:40'],['06h 30m'],[],30,['2.8'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Banjara Satguru Travels'],['A/C Seater / Sleeper (2+2)'],['23:35'],['05:35'],['06h 00m'],[],33,['2.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Classic Travels'],['A/C Seater / Sleeper (2+2)'],['21:45'],['05:15'],['07h 30m'],['599'],22,['2.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Banjara Satguru Travels'],['A/C Seater / Sleeper (2+1)'],['22:40'],['05:46'],['07h 06m'],[],38,['2.2'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['City Land Travels'],['A/C Seater/Sleeper (2+1)'],['23:15'],['06:20'],['07h 05m'],['488'],32,['3.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['ADTC tour and Travels'],['Bharat Benz A/C Seater / Sleeper (2+2)'],['22:30'],['04:45'],['06h 15m'],['600'],14,['3.6'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Goel Tourist (Regd)'],['A/C Seater / Sleeper (2+2)'],['20:50'],['03:15'],['06h 25m'],[],44,['3.5'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['SPEED BUS'],['A/C Volvo B11R Multi-Axle Sleeper (2+1)'],['16:20'],['23:30'],['07h 10m'],[],36,['3.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['SPEED BUS'],['A/C Volvo B11R Multi-Axle Sleeper (2+1)'],['16:20'],['23:30'],['07h 10m'],[],36,['3.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['CALL2TRIP'],['A/C Seater / Sleeper (2+2)'],['22:40'],['05:10'],['06h 30m'],[],44,['3.0'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Banjara Satguru Travels'],['A/C Seater / Sleeper (2+2)'],['22:40'],['05:46'],['07h 06m'],[],39,['2.2'],punjab,,
Delhi to Phagwara Bus,https://www.redbus.in/bus-tickets/delhi-to-phagwara,['Maheshwaram Travels'],['A/C Seater / Sleeper (2+2)'],['19:40'],['05:00'],['09h 20m'],['566'],33,['1.7'],punjab,,
Delhi to Amritsar Bus,https://www.redbus.in/bus-tickets/delhi-to-amritsar,['R S YADAV SMART BUS PRIVATE LIMITED'],['Volvo Multi Axle B11R AC Seater\\Sleeper (2+1)'],['22:40'],['07:10'],['08h 30m'],['499'],22,['4.5'],punjab,,
Delhi to Amritsar Bus,https://www.redbus.in/bus-tickets/delhi-to-amritsar,['Laxmi holidays'],['Bharat Benz A/C Seater /Sleeper (2+1)'],['22:40'],['07:05'],['08h 25m'],[],11,['4.4'],punjab,,
Delhi to Amritsar Bus,https://www.redbus.in/bus-tickets/delhi-to-amritsar,['Laxmi holidays'],['VE A/C Sleeper (2+1)'],['23:20'],['08:15'],['08h 55m'],[],16,['4.5'],punjab,,
