route_name,route_link,bus_name,bus_type,departing_time,reaching_time,bus_duration,price,seat,star_rating,state,route_lin,route_url
Baddi (Himachal Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,['HRTC - 843'],['Ordinary 3+2 Non AC Seater'],['20:30'],['04:00'],['07h 30m'],['310'],33,['3.6'],Himachal,,
Baddi (Himachal Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,['HRTC - 6639'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:45'],['03:30'],['06h 45m'],['588'],26,['3.6'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 967'],['Ordinary 3+2 Non AC Seater'],['15:00'],['03:15'],['12h 15m'],['630'],37,['1.4'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 904'],['Himmani Deluxe 2+2 Non AC Seater'],['16:30'],['04:40'],['12h 10m'],['688'],27,['4.2'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 653'],['A/C Executive (2+3)'],['17:05'],['05:30'],['12h 25m'],['780'],44,['2.4'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 1158'],['Himsuta AC Seater Volvo/Scania 2+2'],['18:30'],['05:15'],['10h 45m'],['1158'],34,['4.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 903'],['Himmani Deluxe 2+2 Non AC Seater'],['18:45'],['06:00'],['11h 15m'],['709'],19,['3.1'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 1134'],['Himmani Deluxe 2+2 Non AC Seater'],['19:00'],['05:40'],['10h 40m'],['688'],27,['4.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 951'],['Ordinary 3+2 Non AC Seater'],['19:25'],['06:45'],['11h 20m'],['630'],33,['2.2'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 905'],['Ordinary 3+2 Non AC Seater'],['21:00'],['07:45'],['10h 45m'],['650'],37,['3.7'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 1152'],['Ordinary 3+2 Non AC Seater'],['21:30'],['08:10'],['10h 40m'],['630'],22,['4.0'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 1103'],['A/C Executive (2+3)'],['21:55'],['07:30'],['09h 35m'],['760'],21,['3.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['HRTC - 1116'],['A/C Executive (2+3)'],['22:35'],['09:00'],['10h 25m'],['780'],34,['4.3'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Ram Dalal Holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['20:20'],['05:45'],['09h 25m'],[],10,['4.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Ram Dalal Holidays'],['Volvo 9600 Multi Axle Semi-Sleeper (2+2)'],['21:10'],['06:30'],['09h 20m'],[],26,['4.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Bedi Travels'],['Volvo 9600 Multi Axle Semi-Sleeper (2+2)'],['19:45'],['05:30'],['09h 45m'],[],12,['4.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['22:30'],['08:30'],['10h 00m'],[],13,['4.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['19:10'],['05:30'],['10h 20m'],[],25,['4.7'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Laxmi holidays'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['21:45'],['06:30'],['08h 45m'],[],17,['4.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Laxmi holidays'],['Volvo Multi-Axle A/C Semi Sleeper (2+2)'],['20:45'],['06:20'],['09h 35m'],[],28,['4.7'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Ram Dalal Holidays'],['Volvo A/C Semi Sleeper (2+2)'],['20:30'],['05:30'],['09h 00m'],[],12,['4.7'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Bedi Travels'],['Volvo A/C Semi Sleeper (2+2 )'],['22:15'],['07:30'],['09h 15m'],[],11,['4.7'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Bedi Travels'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['20:30'],['06:00'],['09h 30m'],[],8,['4.9'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Zingbus Plus'],['Volvo A/C Semi Sleeper (2+2)'],['20:10'],['05:05'],['08h 55m'],[],24,['4.6'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Laxmi holidays'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['22:00'],['07:30'],['09h 30m'],[],9,['4.6'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Zingbus Plus'],['Volvo Multi-Axle A/C Semisleeper (2+2)'],['22:05'],['06:55'],['08h 50m'],[],38,['4.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['New Himalaya Travels'],['Volvo A/C Semi Sleeper (2+2)'],['20:10'],['06:20'],['10h 10m'],['550'],25,['4.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['City Land Travels'],['Volvo A/C Semi Sleeper (2+2)'],['21:20'],['06:50'],['09h 30m'],[],26,['3.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Raghukul Holidays'],['Volvo A/C Semi Sleeper (2+2)'],['20:00'],['05:00'],['09h 00m'],[],28,['4.8'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['City Land Travels'],['Volvo A/C Semi Sleeper (2+2)'],['20:40'],['06:00'],['09h 20m'],[],8,['4.2'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['New Himalaya Travels'],['Volvo A/C Semi Sleeper (2+2)'],['20:45'],['06:15'],['09h 30m'],['640'],5,['4.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Triptara tour & Travel'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['21:28'],['06:55'],['09h 27m'],['500'],29,['4.3'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Bharmani Travels'],['Volvo A/C Semi Sleeper (2+2)'],['22:00'],['06:30'],['08h 30m'],[],16,['3.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['Northern Travels'],['Volvo A/C Semi Sleeper (2+2)'],['19:45'],['05:15'],['09h 30m'],[],13,['2.4'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['City Land Travels'],['Volvo A/C Semi Sleeper (2+2)'],['19:40'],['05:10'],['09h 30m'],[],34,['4.1'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['FlixBus'],['A/C Seater (2+2)'],['18:40'],['05:20'],['10h 40m'],['814'],14,['4.5'],Himachal,,
Kangra to Delhi Bus,https://www.redbus.in/bus-tickets/kangra-to-delhi,['A N Holidays'],['Bharat Benz A/C Semi Sleeper (2+2)'],['20:10'],['06:15'],['10h 05m'],[],21,['3.6'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 680'],['Ordinary 3+2 Non AC Seater'],['18:18'],['04:30'],['10h 12m'],['485'],33,['4.4'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 763'],['Ordinary 3+2 Non AC Seater'],['19:40'],['05:00'],['09h 20m'],['463'],30,['4.7'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 700'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:00'],['04:30'],['08h 30m'],['912'],19,['4.6'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 651'],['Ordinary 3+2 Non AC Seater'],['20:14'],['04:30'],['08h 16m'],['463'],26,['4.4'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 750'],['A/C Executive (2+3)'],['20:30'],['06:00'],['09h 30m'],['600'],2,['3.4'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 1107'],['Ordinary 3+2 Non AC Seater'],['20:30'],['04:15'],['07h 45m'],['463'],18,['4.4'],Himachal,,
Ghumarwin to Delhi Bus,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,['HRTC - 78'],['Himsuta AC Seater Volvo/Scania 2+2'],['21:15'],['05:00'],['07h 45m'],['892'],13,['4.7'],Himachal,,
Delhi to Sarkaghat Bus,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,['HRTC - 534'],['Ordinary 3+2 Non AC Seater'],['18:05'],['05:20'],['11h 15m'],['612'],37,['4.5'],Himachal,,
Delhi to Sarkaghat Bus,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,['HRTC - 541'],['Ordinary 3+2 Non AC Seater'],['19:14'],['04:10'],['08h 56m'],['575'],35,['3.8'],Himachal,,
Delhi to Sarkaghat Bus,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,['HRTC - 549'],['A/C Executive (2+3)'],['19:25'],['06:45'],['11h 20m'],['701'],44,['2.7'],Himachal,,
Delhi to Sarkaghat Bus,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,['HRTC - 557'],['Ordinary 3+2 Non AC Seater'],['20:15'],['07:10'],['10h 55m'],['575'],37,['3.8'],Himachal,,
Delhi to Sarkaghat Bus,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,['HRTC - 597'],['Himsuta AC Seater Volvo/Scania 2+2'],['20:35'],['06:40'],['10h 05m'],['1078'],14,['4.1'],Himachal,,
Barasat (West Bengal) to Nandakumar (west bengal) Bus,https://www.redbus.in/bus-tickets/barasat-west-bengal-to-nandakumar,['WBTC (CTC) BARASAT-DIGHA via Bally - 38|15:00'],['Non AC Seater (2+3)'],['15:00'],['16:45'],['01h 45m'],['90'],11,['3.3'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 13:55 (ASANSOL DEPOT) - 394'],['Non AC Seater (2+3)'],['13:55'],['18:55'],['05h 00m'],['185'],32,['3.6'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 14:05 (HOWRAH DEPOT) - 748'],['Non AC Seater (2+3)'],['14:05'],['18:35'],['04h 30m'],['180'],38,['2.9'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - A/C - 14:20 (HWH DEPOT) - 1149'],['AC Seater (2+2)'],['14:20'],['18:50'],['04h 30m'],['360'],28,['3.2'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 15:05 (HWH DEPOT) - 210'],['Non AC Seater (2+3)'],['15:05'],['19:35'],['04h 30m'],['180'],44,['3.2'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 15:10 (BEL DEPOT) - 216'],['Non AC Seater (2+3)'],['15:10'],['20:10'],['05h 00m'],['185'],30,['3.7'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 15:35 (HOWRAH DEPOT) - 211'],['Non AC Seater (2+3)'],['15:35'],['20:05'],['04h 30m'],['180'],49,['1.8'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 16:10 (BEL DEPOT) - 217'],['Non AC Seater (2+3)'],['16:10'],['21:10'],['05h 00m'],['185'],48,['3.3'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KOLKATA - 16:30 (HOWRAH DEPOT) - 752'],['Non AC Seater (2+3)'],['16:30'],['21:00'],['04h 30m'],['180'],51,['2.8'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SBSTC-ASANSOL - KARUNAMOYEE - 16:40 (ASANSOL DEPOT) - 847'],['Non AC Seater (2+3)'],['16:40'],['22:00'],['05h 20m'],['185'],45,['2.8'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['WBTC (CTC) KARUNAMOYEE - DURGAPUR - ASANSOL (AC Volvo) Banglashree Express - 135|14:10'],['Volvo AC Seater (2+2)'],['14:10'],['18:25'],['04h 15m'],['430'],14,['3.5'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Greenline'],['Volvo 9600 A/C Semi Sleeper (2+2)'],['13:40'],['18:50'],['05h 10m'],['524'],15,['4.1'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Express Line'],['Volvo A/C Seater (2+2)'],['14:00'],['19:00'],['05h 00m'],['524'],30,['4.5'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Shyamoli Paribahan Pvt Ltd'],['Volvo A/C Seater (2+2)'],['14:20'],['19:20'],['05h 00m'],['524'],27,['3.8'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Greenline (Karunamoyee)'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['14:30'],['19:30'],['05h 00m'],['524'],14,['4.2'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['Greenline'],['Volvo A/C Seater (2+2)'],['14:50'],['19:50'],['05h 00m'],['524'],16,['4.4'],west bengal,,
Asansol (West Bengal) to Kolkata Bus,https://www.redbus.in/bus-tickets/asansol-to-kolkata,['SHYAMOLI Pvt. Ltd.(Karunamoyee)'],['Scania Multi-Axle AC Semi Sleeper (2+2)'],['15:00'],['20:00'],['05h 00m'],['524'],32,['3.7'],west bengal,,
